occ2_tgt3_hid0_seed89_stack_uc0_semantic | goal=stack seed=89 | placed green_object@free_001 line=130 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=87 | placed green_object@free_007 line=236 -> reblocks ['shadow_of_green_object__02', 'shadow_of_green_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=4 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=87 | placed cyan_object@free_008 line=383 -> reblocks ['shadow_022'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=87 | placed orange_object@free_032 line=658 -> reblocks ['shadow_011', 'shadow_012'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=87 | placed blue_object@free_034 line=919 -> reblocks ['shadow_052'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=87 | placed red_object@free_050 line=1439 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic | goal=holding seed=87 | placed red_object@free_005 line=144 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic | goal=holding seed=87 | placed orange_object@free_006 line=645 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.01 | goal=holding seed=87 | placed red_object@free_007 line=152 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=4 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.01 | goal=holding seed=87 | placed purple_object@free_006 line=404 -> reblocks ['shadow_095'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.01 | goal=holding seed=87 | placed green_object@free_005 line=430 -> reblocks ['shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.01 | goal=holding seed=87 | placed cyan_object@free_113 line=786 -> reblocks ['shadow_196'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.01 | goal=holding seed=87 | placed orange_object@free_223 line=957 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.05 | goal=holding seed=87 | placed green_object@free_008 line=310 -> reblocks ['shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (2 unsearched shadows remaining)
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.05 | goal=holding seed=87 | placed red_object@free_005 line=606 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (2 unsearched shadows remaining)
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.1 | goal=holding seed=87 | placed green_object@free_006 line=146 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__02', 'shadow_of_green_object__03'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.1 | goal=holding seed=87 | placed cyan_object@free_009 line=347 -> reblocks ['shadow_013'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.1 | goal=holding seed=87 | placed red_object@free_016 line=507 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.1 | goal=holding seed=87 | placed orange_object@free_014 line=957 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.135 | goal=holding seed=87 | placed orange_object@free_006 line=142 -> reblocks ['shadow_of_orange_object__01'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.135 | goal=holding seed=87 | placed red_object@free_008 line=230 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.135 | goal=holding seed=87 | placed green_object@free_014 line=374 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_013'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.18 | goal=holding seed=87 | placed red_object@free_007 line=144 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.18 | goal=holding seed=87 | placed purple_object@free_009 line=590 -> reblocks ['shadow_010'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_semantic_mbs0.18 | goal=holding seed=87 | placed orange_object@free_029 line=711 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_holding_uc0_uniform | goal=holding seed=87 | placed orange_object@free_114 line=212 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=88 | placed red_object@free_006 line=235 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__02', 'shadow_of_red_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=88 | placed orange_object@free_037 line=503 -> reblocks ['shadow_of_orange_object', 'shadow_of_red_object__01'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=88 | placed green_object@free_064 line=1035 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_find-and-tray-stack_uc0_semantic_mbs0.01 | goal=find-and-tray-stack seed=88 | placed red_object@free_100 line=248 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02', 'shadow_of_red_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_find-and-tray-stack_uc0_semantic_mbs0.01 | goal=find-and-tray-stack seed=88 | placed green_object@free_122 line=1705 -> reblocks ['shadow_of_red_object__00', 'shadow_190', 'shadow_191', 'shadow_192'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=88 | placed green_object@free_010 line=241 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=88 | placed green_object@free_006 line=235 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=88 | placed orange_object@free_001 line=561 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=88 | placed green_object@free_015 line=588 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=88 | placed orange_object@free_010 line=298 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=88 | placed green_object@free_006 line=325 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_find-and-tray-stack_uc0_uniform | goal=find-and-tray-stack seed=88 | placed red_object@free_135 line=225 -> reblocks ['shadow_of_orange_object', 'shadow_of_red_object__00', 'shadow_of_red_object__02', 'shadow_of_red_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_find-and-tray-stack_uc0_uniform | goal=find-and-tray-stack seed=88 | placed green_object@free_015 line=415 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_holding_uc0_semantic | goal=holding seed=88 | placed red_object@free_039 line=7885 -> reblocks ['shadow_of_red_object__01', 'shadow_of_red_object__02', 'shadow_of_red_object__03'] (target true hiding place=False, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_holding_uc0_semantic_mbs0.01 | goal=holding seed=88 | placed red_object@free_078 line=340 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__03'] (target true hiding place=False, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_holding_uc0_semantic_mbs0.01 | goal=holding seed=88 | placed green_object@free_168 line=900 -> reblocks ['shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_holding_uc0_semantic_mbs0.01 | goal=holding seed=88 | placed green_object@free_166 line=927 -> reblocks ['shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_holding_uc0_semantic_mbs0.05 | goal=holding seed=88 | placed green_object@free_004 line=1098 -> reblocks ['shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed88_holding_uc0_semantic_mbs0.05 | goal=holding seed=88 | placed green_object@free_005 line=1128 -> reblocks ['shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
